,Unnamed: 0,app_id,amnt,currency,operation_kind,card_type,operation_type,operation_type_group,ecommerce_flag,payment_system,income_flag,mcc,country,city,mcc_category,day_of_week,hour,days_before,weekofyear,hour_diff,transaction_number,product,flag
250,250,1,0.4464098648344305,1,1,54,2,1,1,2,1,1,1,21,1,3,20,280,36,25,70,1,0
251,251,1,0.4265442702066148,1,2,54,3,1,1,6,1,2,1,21,2,3,20,280,36,0,71,1,0
252,252,1,0.2875255617263985,1,1,54,2,1,1,2,1,1,1,21,1,1,20,279,36,23,72,1,0
253,253,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,1,20,279,36,0,73,1,0
254,254,1,0.3221181945015975,1,1,54,2,1,1,2,1,4,1,21,3,2,20,278,36,24,74,1,0
255,255,1,0.4968216419774925,1,2,54,8,1,1,2,1,2,1,21,2,5,11,275,32,63,75,1,0
256,256,1,0.3041673159273216,1,1,54,2,1,1,2,1,37,1,21,18,2,20,271,32,105,76,1,0
257,257,1,0.488172983204992,1,2,54,3,1,1,6,1,2,1,21,2,7,8,270,32,12,77,1,0
258,258,1,0.2589723745861205,1,1,54,13,1,2,6,1,20,1,1,11,7,16,270,32,7,78,1,0
259,259,1,0.5784773274174069,1,2,54,3,1,1,6,1,2,1,21,2,3,15,266,33,96,79,1,0
260,260,1,0.4466455553121439,1,1,54,2,1,1,2,1,1,1,21,1,3,20,266,33,5,80,1,0
261,261,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,2,11,264,33,38,81,1,0
262,262,1,0.3514101868509356,1,1,54,2,1,1,2,1,4,1,21,3,5,10,261,28,72,82,1,0
263,263,1,0.2589723745861205,1,1,54,13,1,2,6,1,20,1,1,11,4,8,260,28,22,83,1,0
264,264,1,0.2225763808621457,1,1,54,2,1,1,2,1,1,1,21,1,4,15,260,28,8,84,1,0
265,265,1,0.3876771200456198,1,1,54,2,1,1,2,1,58,1,21,14,4,20,260,28,4,85,1,0
266,266,1,0.3870185146120461,1,1,54,2,1,1,2,1,1,1,21,1,3,20,259,28,24,86,1,0
267,267,1,0.3128882061787377,1,1,54,2,1,1,2,1,1,1,21,1,2,21,257,28,49,87,1,0
268,268,1,0.3502754426135941,1,1,54,2,1,1,2,1,1,1,21,1,7,21,256,28,24,88,1,0
269,269,1,0.3930202487904465,1,1,54,2,1,1,2,1,7,1,21,5,6,21,255,35,24,89,1,0
270,270,1,0.3514957100407778,1,1,54,2,1,1,2,1,4,1,21,3,6,21,255,35,0,90,1,0
271,271,1,0.2335287152859326,1,1,54,2,1,1,2,1,1,1,21,1,4,8,253,35,34,91,1,0
272,272,1,0.4610518446969708,1,2,54,3,1,1,6,1,2,1,21,2,4,14,253,35,6,92,1,0
273,273,1,0.3930711919551557,1,1,54,2,1,1,2,1,10,1,21,7,4,17,253,35,3,93,1,0
274,274,1,0.3304478621852177,1,1,54,2,1,1,2,1,34,1,21,12,3,11,252,35,18,94,1,0
275,275,1,0.3562749001190401,1,1,54,2,1,1,2,1,1,1,21,1,3,14,252,35,3,95,1,0
276,276,1,0.3576317788193187,1,1,54,2,1,1,2,1,3,1,21,4,3,18,252,35,4,96,1,0
277,277,1,0.4339879643485811,1,1,54,2,1,1,2,1,1,1,21,1,1,16,251,35,21,97,1,0
278,278,1,0.3163500724515042,1,1,54,2,1,1,2,1,10,1,21,7,1,16,251,35,0,98,1,0
279,279,1,0.3603513423379175,1,1,54,2,1,1,2,1,1,1,21,1,2,11,250,35,19,99,1,0
280,280,1,0.2566179968906066,1,1,54,2,1,1,2,1,1,1,21,1,7,8,249,35,21,100,1,0
281,281,1,0.2391955585622319,1,1,54,2,1,1,2,1,10,1,21,7,7,15,249,35,7,101,1,0
282,282,1,0.3876771200456198,1,1,54,2,1,1,2,1,58,1,21,14,7,21,249,35,6,102,1,0
283,283,1,0.3730451325706698,1,1,54,2,1,1,2,1,4,1,21,3,6,21,248,18,24,103,1,0
284,284,1,0.434383198864982,1,2,54,3,1,1,6,1,2,1,21,2,5,13,247,18,16,104,1,0
285,285,1,0.2159272485354915,1,1,54,2,1,1,2,1,4,1,21,3,5,22,247,18,9,105,1,0
286,286,1,0.4595148027765249,1,2,54,3,1,1,6,1,2,1,21,2,4,15,246,18,17,106,1,0
287,287,1,0.3886771960778838,1,1,54,2,1,1,2,1,1,1,21,1,3,14,245,18,23,107,1,0
288,288,1,0.1794899980951854,1,1,54,2,1,1,2,1,1,1,21,1,3,18,245,18,4,108,1,0
289,289,1,0.370876310104148,1,1,54,2,1,1,2,1,10,1,21,7,1,13,244,18,18,109,1,0
290,290,1,0.3077733031684562,1,1,54,2,1,1,2,1,4,1,21,3,2,21,243,18,33,110,1,0
291,291,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,7,19,242,18,22,111,1,0
292,292,1,0.4362958046284282,1,1,54,2,1,1,2,1,1,1,21,1,1,18,237,43,119,112,1,0
293,293,1,0.4492871471021893,1,2,54,3,1,1,6,1,2,1,21,2,2,14,236,43,20,113,1,0
294,294,1,0.3418071053063731,1,1,54,2,1,1,2,1,1,1,21,1,2,19,236,43,4,114,1,0
295,295,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,2,19,236,43,0,115,1,0
296,296,1,0.2216116483537467,1,1,54,2,1,1,2,1,1,1,21,1,7,19,235,43,24,116,1,0
297,297,1,0.3041673159273216,1,1,54,2,1,1,2,1,1,1,21,1,7,21,235,43,2,117,1,0
298,298,1,0.2483625283969619,1,1,54,2,1,1,2,1,1,1,21,1,6,12,234,8,15,118,1,0
299,299,1,0.3867256454308752,1,1,54,2,1,1,2,1,4,1,21,3,4,14,232,8,50,119,1,0
300,300,1,0.281909489334635,1,1,54,2,1,1,2,1,1,1,21,1,4,21,232,8,6,120,1,0
301,301,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,1,8,230,8,36,121,1,0
302,302,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,1,8,230,8,0,122,1,0
303,303,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,2,11,229,8,27,123,1,0
304,304,1,0.3488379638169017,1,2,54,3,1,1,6,1,2,1,21,2,6,11,227,19,48,124,1,0
305,305,1,0.2992396068211853,1,1,54,2,1,1,2,1,3,1,21,4,5,10,226,19,24,125,1,0
306,306,1,0.2578500593331536,1,1,54,2,1,1,2,1,1,1,21,1,3,22,224,19,59,126,1,0
307,307,1,0.254941953068322,1,1,54,2,1,1,2,1,1,1,21,1,3,22,224,19,0,127,1,0
308,308,1,0.3488379638169017,1,1,54,2,1,1,2,1,7,1,21,5,3,22,224,19,0,128,1,0
309,309,1,0.4104106563047363,1,2,54,3,1,1,6,1,2,1,21,2,1,17,223,19,19,129,1,0
310,310,1,0.4654254330729043,1,4,54,4,2,1,3,2,2,1,21,2,1,21,223,19,4,130,1,0
311,311,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,1,21,223,19,0,131,1,0
312,312,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,1,21,223,19,0,132,1,0
313,313,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,1,21,223,19,0,133,1,0
314,314,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,1,21,223,19,0,134,1,0
315,315,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,1,21,223,19,0,135,1,0
316,316,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,1,21,223,19,0,136,1,0
317,317,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,1,21,223,19,0,137,1,0
318,318,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,1,21,223,19,0,138,1,0
319,319,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,1,21,223,19,0,139,1,0
320,320,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,1,21,223,19,0,140,1,0
321,321,1,0.4265442702066148,1,4,54,4,2,1,3,2,2,1,21,2,2,16,222,19,19,141,1,0
322,322,1,0.4265442702066148,1,2,54,8,1,1,2,1,2,1,21,2,2,17,222,19,0,142,1,0
323,323,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,2,17,222,19,0,143,1,0
324,324,1,0.4265442702066148,1,4,54,4,2,1,3,2,2,1,21,2,2,17,222,19,0,144,1,0
325,325,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,2,17,222,19,0,145,1,0
326,326,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,2,17,222,19,0,146,1,0
327,327,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,2,17,222,19,0,147,1,0
328,328,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,2,17,222,19,0,148,1,0
329,329,1,0.2264761726018605,1,1,54,2,1,1,2,1,4,1,21,3,6,8,220,2,39,149,1,0
330,330,1,0.4991760871269905,1,2,54,3,1,1,6,1,2,1,21,2,6,11,220,2,3,150,1,0
331,331,1,0.1708400034843723,1,1,54,2,1,1,2,1,10,1,21,7,5,10,219,2,23,151,1,0
332,332,1,0.2589723745861205,1,2,54,3,1,1,6,1,2,1,21,2,4,11,218,2,25,152,1,0
333,333,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,3,19,217,2,32,153,1,0
334,334,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,3,19,217,2,0,154,1,0
335,335,1,0.4265442702066148,1,4,54,4,2,1,3,2,2,1,21,2,6,14,213,44,91,155,1,0
336,336,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,6,14,213,44,0,156,1,0
337,337,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,6,14,213,44,0,157,1,0
338,338,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,6,14,213,44,0,158,1,0
339,339,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,6,14,213,44,0,159,1,0
340,340,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,6,14,213,44,0,160,1,0
341,341,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,5,18,212,44,28,161,1,0
342,342,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,5,19,212,44,0,162,1,0
343,343,1,0.3363445046218684,1,2,54,3,1,1,6,1,2,1,21,2,5,11,205,21,160,163,1,0
344,344,1,0.229280033815533,1,1,54,2,1,1,2,1,1,1,21,1,5,12,205,21,1,164,1,0
345,345,1,0.2589723745861205,1,1,54,2,1,1,2,1,3,1,21,4,5,16,205,21,4,165,1,0
346,346,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,5,18,205,21,1,166,1,0
347,347,1,0.2977284927094372,1,1,54,2,1,1,2,1,10,1,21,7,5,21,205,21,3,167,1,0
348,348,1,0.2445653341985183,1,1,54,2,1,1,2,1,1,1,21,1,4,10,204,21,13,168,1,0
349,349,1,0.5109220915152267,1,2,54,3,1,1,6,1,2,1,21,2,4,10,204,21,0,169,1,0
350,350,1,0.2531218835053501,1,1,54,2,1,1,2,1,1,1,21,1,4,15,204,21,5,170,1,0
351,351,1,0.3124614825095768,1,1,54,2,1,1,2,1,1,1,21,1,3,12,203,21,21,171,1,0
352,352,1,0.3750995810365609,1,1,54,2,1,1,2,1,22,1,21,9,3,15,203,21,3,172,1,0
353,353,1,0.3590500655756334,1,1,54,2,1,1,2,1,1,1,21,1,3,20,203,21,5,173,1,0
354,354,1,0.5315546418964493,1,2,54,3,1,1,6,1,2,1,21,2,1,20,202,21,24,174,1,0
355,355,1,0.2815390992632914,1,1,54,2,1,2,2,1,20,1,1,11,2,8,201,21,11,175,1,0
356,356,1,0.2815390992632914,1,1,54,2,1,2,2,1,20,1,1,11,4,16,183,13,440,176,1,0
357,357,1,0.2975890792412704,1,1,54,2,1,2,2,1,42,1,2,11,1,14,181,13,46,177,1,0
358,358,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,6,21,178,22,78,178,1,0
359,359,1,0.488172983204992,1,2,54,3,1,1,4,1,2,1,21,2,4,14,176,22,41,179,1,0
360,360,1,0.2183851841758608,1,1,54,2,1,1,2,1,1,1,21,1,3,11,175,22,21,180,1,0
361,361,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,3,13,175,22,1,181,1,0
362,362,1,0.5395840117062823,1,2,54,3,1,1,4,1,2,1,21,2,6,10,171,10,94,182,1,0
363,363,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,5,8,170,10,22,183,1,0
364,364,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,5,9,170,10,0,184,1,0
365,365,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,6,19,150,40,491,185,1,0
366,366,1,0.4367703683517216,1,2,54,3,1,1,4,1,2,1,21,2,4,20,148,40,48,186,1,0
367,367,1,0.4023864621510839,1,2,54,3,1,1,4,1,2,1,21,2,3,22,147,40,26,187,1,0
368,368,1,0.5498141604172176,1,2,54,3,1,1,4,1,2,1,21,2,2,18,145,40,45,188,1,0
369,369,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,5,17,142,6,71,189,1,0
370,370,1,0.3475921955731282,1,1,54,2,1,1,2,1,10,1,21,7,6,20,129,5,315,190,1,0
371,371,1,0.3539065018724516,1,1,54,2,1,1,2,1,4,1,21,3,6,20,129,5,1,191,1,0
372,372,1,0.3876771200456198,1,1,54,2,1,1,2,1,58,1,21,14,5,11,128,5,15,192,1,0
373,373,1,0.3488379638169017,1,2,54,3,1,1,4,1,2,1,21,2,5,14,128,5,3,193,1,0
374,374,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,4,11,127,5,21,194,1,0
375,375,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,2,2,3,11,126,5,25,195,1,0
376,376,1,0.4019534824405756,1,1,54,2,1,1,2,1,1,1,21,1,2,14,124,5,50,196,1,0
377,377,1,0.258693893160595,1,1,54,2,1,1,2,1,10,1,21,7,2,14,124,5,0,197,1,0
378,378,1,0.2926303422703275,1,1,54,2,1,1,2,1,10,1,21,7,2,14,124,5,0,198,1,0
379,379,1,0.3488379638169017,1,1,54,2,1,1,2,1,58,1,21,14,7,21,123,5,31,199,1,0
380,380,1,0.5221813717631261,1,2,54,3,1,1,4,1,2,1,21,2,6,9,122,37,12,200,1,0
381,381,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,5,13,121,37,28,201,1,0
382,382,1,0.2975890792412704,1,4,54,4,2,1,3,2,2,1,21,2,6,9,115,23,140,202,1,0
383,383,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,6,9,115,23,0,203,1,0
384,384,1,0.4201344566092423,1,1,54,2,1,1,2,1,1,1,21,1,4,18,113,23,57,204,1,0
385,385,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,3,8,112,23,14,205,1,0
386,386,1,0.442455398599395,1,1,54,2,1,1,2,1,10,1,21,7,3,10,112,23,1,206,1,0
387,387,1,0.3488379638169017,1,1,54,2,1,2,2,1,42,1,2,11,3,10,112,23,1,207,1,0
388,388,1,0.342414457734523,1,1,54,2,1,1,2,1,1,1,21,1,3,15,112,23,4,208,1,0
389,389,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,2,2,3,15,112,23,0,209,1,0
390,390,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,3,20,112,23,5,210,1,0
391,391,1,0.3304478621852177,1,1,54,2,1,1,2,1,34,1,21,12,1,13,111,23,16,211,1,0
392,392,1,0.3322376623660159,1,1,54,2,1,1,2,1,4,1,21,3,2,21,110,23,33,212,1,0
393,393,1,0.3298226312926504,1,1,54,2,1,1,2,1,1,1,21,1,7,21,109,23,24,213,1,0
394,394,1,0.3016537650733676,1,1,54,2,1,1,2,1,1,1,21,1,5,10,107,9,36,214,1,0
395,395,1,0.311815250122669,1,1,54,2,1,1,2,1,3,1,2,4,4,11,106,9,25,215,1,0
396,396,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,4,16,106,9,5,216,1,0
397,397,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,1,13,104,9,45,217,1,0
398,398,1,0.3488379638169017,1,2,54,3,1,1,4,1,2,1,21,2,2,17,103,9,28,218,1,0
399,399,1,0.2932671455020133,1,1,54,2,1,1,2,1,10,1,21,7,6,20,101,14,50,219,1,0
400,400,1,0.2543417987691348,1,1,54,2,1,1,2,1,3,1,21,4,4,10,99,14,38,220,1,0
401,401,1,0.4779440811646806,1,4,54,4,2,1,3,2,2,1,21,2,4,13,99,14,3,221,1,0
402,402,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,21,2,4,13,99,14,0,222,1,0
403,403,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,21,2,4,13,99,14,0,223,1,0
404,404,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,21,2,4,13,99,14,0,224,1,0
405,405,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,21,2,4,13,99,14,0,225,1,0
406,406,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,21,2,4,13,99,14,0,226,1,0
407,407,1,0.3817711597438203,1,2,54,3,1,1,4,1,2,1,21,2,4,13,99,14,0,227,1,0
408,408,1,0.3817711597438203,1,2,54,3,1,1,4,1,2,1,21,2,4,13,99,14,0,228,1,0
409,409,1,0.3817711597438203,1,2,54,3,1,1,4,1,2,1,21,2,4,13,99,14,0,229,1,0
410,410,1,0.3202481694450788,1,2,54,3,1,1,4,1,2,1,21,2,4,13,99,14,0,230,1,0
411,411,1,0.2219350722581633,1,1,54,2,1,1,2,1,10,1,21,7,4,20,99,14,7,231,1,0
412,412,1,0.3211506269180434,1,1,54,2,1,1,2,1,4,1,21,3,4,20,99,14,0,232,1,0
413,413,1,0.4779440811646806,1,4,54,4,2,1,3,2,2,1,21,2,3,15,98,14,19,233,1,0
414,414,1,0.4779440811646806,1,2,54,3,1,1,4,1,2,1,21,2,3,15,98,14,0,234,1,0
415,415,1,0.2947255042795244,1,1,54,2,1,1,2,1,17,1,21,15,6,9,94,12,90,235,1,0
416,416,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,5,10,93,12,24,236,1,0
417,417,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,4,11,92,12,25,237,1,0
418,418,1,0.4265442702066148,1,2,54,3,1,1,4,1,2,1,21,2,4,14,92,12,3,238,1,0
419,419,1,0.3836091152684697,1,1,54,2,1,1,2,1,1,1,21,1,3,15,91,12,26,239,1,0
420,420,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,3,20,91,12,4,240,1,0
421,421,1,0.26864479495506,1,1,54,2,1,1,2,1,3,1,21,4,1,11,90,12,15,241,1,0
422,422,1,0.2611518288009644,1,1,54,2,1,1,2,1,3,1,21,4,2,14,89,12,28,242,1,0
423,423,1,0.345253778384914,1,1,54,2,1,1,2,1,3,1,21,4,2,15,89,12,0,243,1,0
424,424,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,2,16,89,12,1,244,1,0
425,425,1,0.3488379638169017,1,1,54,2,1,1,2,1,58,1,21,14,6,12,87,41,44,245,1,0
426,426,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,4,17,85,41,53,246,1,0
427,427,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,3,8,84,41,14,247,1,0
428,428,1,0.3046617146504016,1,1,54,2,1,1,2,1,10,1,21,7,3,8,84,41,0,248,1,0
429,429,1,0.2205199039543045,1,1,54,2,1,1,2,1,4,1,21,3,3,8,84,41,0,249,1,0
430,430,1,0.4654254330729043,1,2,54,3,1,1,4,1,2,1,21,2,3,11,84,41,3,250,1,0
431,431,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,3,14,84,41,4,251,1,0
432,432,1,0.3163900253845363,1,1,54,2,1,1,2,1,34,1,21,12,2,11,82,41,45,252,1,0
433,433,1,0.3202481694450788,1,1,54,2,1,1,2,1,32,1,21,10,2,11,82,41,0,253,1,0
434,434,1,0.3187365927386433,1,1,54,2,1,1,2,1,3,1,21,4,2,13,82,41,2,254,1,0
435,435,1,0.2912409314578781,1,1,54,2,1,1,2,1,4,1,21,3,6,9,80,16,43,255,1,0
436,436,1,0.4654254330729043,1,2,54,3,1,1,4,1,2,1,21,2,6,11,80,16,3,256,1,0
437,437,1,0.3401293232608852,1,1,54,2,1,1,2,1,4,1,2,3,6,16,80,16,5,257,1,0
438,438,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,5,16,79,16,23,258,1,0
439,439,1,0.4390601144966334,1,2,54,3,1,1,4,1,2,1,2,2,4,9,78,16,17,259,1,0
440,440,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,3,20,77,16,36,260,1,0
441,441,1,0.3550851617272239,1,1,54,2,1,1,2,1,30,1,21,10,1,11,76,16,15,261,1,0
442,442,1,0.4408269315881599,1,1,54,2,1,1,2,1,30,1,21,10,1,12,76,16,0,262,1,0
443,443,1,0.3488379638169017,1,2,54,3,1,1,4,1,2,1,21,2,2,9,75,16,22,263,1,0
444,444,1,0.2069973835586181,1,1,54,2,1,1,2,1,25,1,21,6,2,9,75,16,0,264,1,0
445,445,1,0.2664514494436796,1,1,54,2,1,1,2,1,1,1,21,1,7,11,74,16,25,265,1,0
446,446,1,0.2652721298466462,1,1,54,2,1,1,2,1,3,1,21,4,5,8,72,29,46,266,1,0
447,447,1,0.2681752198962084,1,1,54,2,1,1,2,1,3,1,21,4,5,12,72,29,4,267,1,0
448,448,1,0.2578500593331536,1,1,54,2,1,1,2,1,3,1,21,4,4,8,71,29,19,268,1,0
449,449,1,0.4654254330729043,1,2,54,3,1,1,4,1,2,1,21,2,3,11,70,29,28,269,1,0
450,450,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,3,12,70,29,1,270,1,0
451,451,1,0.2499507634378237,1,1,54,2,1,1,2,1,10,1,21,7,3,14,70,29,2,271,1,0
452,452,1,0.3535204144281772,1,1,54,2,1,1,2,1,4,1,21,3,3,20,70,29,6,272,1,0
453,453,1,0.2465896455857678,1,1,54,2,1,1,2,1,10,1,21,7,1,8,69,29,11,273,1,0
454,454,1,0.4366580750256824,1,1,54,2,1,1,2,1,10,1,21,7,1,8,69,29,0,274,1,0
455,455,1,0.2518748568062884,1,1,54,2,1,1,2,1,3,1,21,4,1,8,69,29,1,275,1,0
456,456,1,0.4414754044298887,1,1,54,2,1,1,2,1,50,1,21,6,7,18,67,29,58,276,1,0
457,457,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,6,12,66,17,18,277,1,0
458,458,1,0.2652721298466462,1,1,54,2,1,1,2,1,3,1,21,4,5,8,65,17,20,278,1,0
459,459,1,0.3876771200456198,1,1,54,2,1,1,2,1,7,1,21,5,5,21,65,17,13,279,1,0
460,460,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,21,2,4,8,64,17,11,280,1,0
461,461,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,21,2,4,8,64,17,0,281,1,0
462,462,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,21,2,4,8,64,17,0,282,1,0
463,463,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,21,2,4,8,64,17,0,283,1,0
464,464,1,0.3363445046218684,1,2,54,3,1,1,4,1,2,1,21,2,4,8,64,17,0,284,1,0
465,465,1,0.3029880402756794,1,1,54,2,1,1,2,1,1,1,21,1,4,15,64,17,7,285,1,0
466,466,1,0.2226825566593353,1,1,54,2,1,1,2,1,65,1,21,6,4,18,64,17,3,286,1,0
467,467,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,3,12,63,17,18,287,1,0
468,468,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,3,20,63,17,8,288,1,0
469,469,1,0.2642700694311805,1,1,54,2,1,1,2,1,1,1,21,1,1,20,62,17,24,289,1,0
470,470,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,7,13,60,17,41,290,1,0
471,471,1,0.180623650633184,1,1,54,2,1,1,2,1,1,1,21,1,6,11,59,49,22,291,1,0
472,472,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,5,13,58,49,27,292,1,0
473,473,1,0.2523394927846203,1,1,54,2,1,1,2,1,1,1,21,1,4,8,57,49,19,293,1,0
474,474,1,0.2195188367138594,1,1,54,2,1,1,2,1,3,1,21,4,4,16,57,49,8,294,1,0
475,475,1,0.1555807443227015,1,1,54,2,1,1,2,1,10,1,21,7,3,8,56,49,16,295,1,0
476,476,1,0.3488379638169017,1,4,54,4,2,1,3,2,2,1,21,2,7,8,53,49,73,296,1,0
477,477,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,7,8,53,49,0,297,1,0
478,478,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,7,8,53,49,0,298,1,0
479,479,1,0.2589723745861205,1,1,54,2,1,2,2,1,20,1,1,11,6,13,52,25,28,299,1,0
480,480,1,0.2845417188431788,1,1,54,2,1,1,2,1,10,1,21,7,6,13,52,25,0,300,1,0
481,481,1,0.5109220915152267,1,2,54,3,1,1,4,1,2,1,21,2,4,8,50,25,43,301,1,0
482,482,1,0.3488379638169017,1,2,54,3,1,1,4,1,2,1,2,2,3,20,49,25,36,302,1,0
483,483,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,1,15,48,25,19,303,1,0
484,484,1,0.2518748568062884,1,1,54,2,1,1,2,1,3,1,21,4,6,16,45,27,74,304,1,0
485,485,1,0.2575659377536307,1,1,54,2,1,1,2,1,1,1,21,1,6,17,45,27,0,305,1,0
486,486,1,0.2975890792412704,1,1,54,2,1,2,2,1,20,1,1,11,6,21,45,27,4,306,1,0
487,487,1,0.4390601144966334,1,2,54,8,1,1,2,1,2,1,21,2,4,10,43,27,37,307,1,0
488,488,1,0.3233134807595583,1,1,54,2,1,1,2,1,1,1,21,1,4,11,43,27,0,308,1,0
489,489,1,0.3488379638169017,1,2,54,3,1,1,4,1,2,1,2,2,3,17,42,27,30,309,1,0
490,490,1,0.2600726822333252,1,1,54,2,1,1,2,1,3,1,21,4,7,19,39,27,74,310,1,0
491,491,1,0.4265442702066148,1,2,54,3,1,1,4,1,2,1,21,2,5,13,37,26,42,311,1,0
492,492,1,0.2958885281304537,1,1,54,2,1,1,2,1,1,1,21,1,5,13,37,26,0,312,1,0
493,493,1,0.2908362056488207,1,1,54,2,1,1,2,1,1,1,21,1,4,8,36,26,18,313,1,0
494,494,1,0.2038230009606642,1,1,54,2,1,1,2,1,1,1,21,1,2,18,33,26,82,314,1,0
495,495,1,0.2596131781122937,1,1,54,2,1,1,2,1,1,1,21,1,7,8,32,26,14,315,1,0
496,496,1,0.2563042509736505,1,1,54,2,1,1,2,1,1,1,21,1,6,8,31,45,24,316,1,0
497,497,1,0.2404073999152686,1,1,54,2,1,1,2,1,1,1,21,1,5,8,30,45,23,317,1,0
498,498,1,0.488172983204992,1,2,54,3,1,1,4,1,2,1,21,2,5,16,30,45,8,318,1,0
499,499,1,0.2576001083983929,1,1,54,2,1,1,2,1,1,1,21,1,4,8,29,45,16,319,1,0
500,500,1,0.2811662481103013,1,1,54,2,1,1,2,1,58,1,21,14,3,14,28,45,30,320,1,0
501,501,1,0.3343504001500323,1,1,54,2,1,1,2,1,1,1,21,1,2,21,26,45,55,321,1,0
